! R140 Conversion
! Date: 2024-08-14 14:49:30
! Start: 200.00MHz  Stop: 14.00GHz  Points: 167
! Permativity
# Hz e R 50
Frequency           Permativity_Real           Permativity__Imag           Q           Tan           Reflection_Real           Reflection_Imag
1.12500000E+10      5.61596200E+1      3.37699800E+1      2.11350400E+1      6.01322000E-1      -6.62919800E-1      -1.24550400E-1
1.15000000E+10      5.53549000E+1      3.40395800E+1      2.17771600E+1      6.14934400E-1      -6.52929200E-1      -1.17382600E-1
1.17500000E+10      5.46167800E+1      3.42258800E+1      2.23724000E+1      6.26657400E-1      -6.60182000E-1      -1.12649600E-1
1.20000000E+10      5.38052400E+1      3.44238000E+1      2.29805000E+1      6.39787800E-1      -6.51048400E-1      -1.04154800E-1
1.22500000E+10      5.31639000E+1      3.45178200E+1      2.35233600E+1      6.49273400E-1      -6.58565600E-1      -1.02999600E-1
1.25000000E+10      5.24713000E+1      3.46451800E+1      2.40919600E+1      6.60270000E-1      -6.48106200E-1      -9.35057200E-2
1.27500000E+10      5.19327200E+1      3.47418200E+1      2.46423400E+1      6.68978000E-1      -6.54420600E-1      -9.04026200E-2
1.30000000E+10      5.13337200E+1      3.48477200E+1      2.52021200E+1      6.78847400E-1      -6.47021800E-1      -8.70574200E-2
1.32500000E+10      5.08815800E+1      3.49368000E+1      2.57524200E+1      6.86630000E-1      -6.47548400E-1      -7.54799200E-2
1.35000000E+10      5.04355400E+1      3.50580000E+1      2.63293400E+1      6.95105600E-1      -6.49714800E-1      -7.36332800E-2
1.37500000E+10      5.00699400E+1      3.51364800E+1      2.68769800E+1      7.01749200E-1      -6.44651600E-1      -6.05000600E-2
1.40000000E+10      4.97256400E+1      3.52136600E+1      2.74257400E+1      7.08160400E-1      -6.48321000E-1      -6.32810400E-2
