! R140 Conversion
! Date: 2024-08-14 14:49:34
! Start: 200.00MHz  Stop: 14.00GHz  Points: 167
! Permativity
# Hz e R 50
Frequency           Permativity_Real           Permativity__Imag           Q           Tan           Reflection_Real           Reflection_Imag
3.75000000E+9      7.60195200E+1      1.66056400E+1      3.46422200E+0      2.18439000E-1      -4.51650000E-1      -6.41861600E-1
3.80000000E+9      7.59216400E+1      1.67733400E+1      3.54586600E+0      2.20929400E-1      -4.59232400E-1      -6.35335400E-1
3.85000000E+9      7.58276000E+1      1.69368000E+1      3.62753000E+0      2.23359000E-1      -4.66254600E-1      -6.29019800E-1
3.90000000E+9      7.57329200E+1      1.70948000E+1      3.70892400E+0      2.25724600E-1      -4.72654400E-1      -6.22423200E-1
3.95000000E+9      7.56320800E+1      1.72481200E+1      3.79016800E+0      2.28053000E-1      -4.78226400E-1      -6.15876000E-1
4.00000000E+9      7.55220600E+1      1.73994400E+1      3.87181800E+0      2.30389000E-1      -4.83888200E-1      -6.08988400E-1
4.05000000E+9      7.54061200E+1      1.75491800E+1      3.95394600E+0      2.32728600E-1      -4.89715200E-1      -6.01986200E-1
4.10000000E+9      7.53019200E+1      1.77046800E+1      4.03823600E+0      2.35116000E-1      -4.95720200E-1      -5.94954800E-1
4.15000000E+9      7.51964400E+1      1.78692400E+1      4.12547000E+0      2.37634000E-1      -5.01968000E-1      -5.88384000E-1
4.20000000E+9      7.50755000E+1      1.80350400E+1      4.21391800E+0      2.40225400E-1      -5.07805000E-1      -5.82544000E-1
4.25000000E+9      7.49493200E+1      1.82021400E+1      4.30358600E+0      2.42859200E-1      -5.13162000E-1      -5.76854800E-1
4.30000000E+9      7.48418600E+1      1.83629600E+1      4.39268600E+0      2.45356600E-1      -5.17976400E-1      -5.71212000E-1
4.35000000E+9      7.47405200E+1      1.85259200E+1      4.48320800E+0      2.47870000E-1      -5.22249800E-1      -5.65127200E-1
4.40000000E+9      7.46405000E+1      1.86754000E+1      4.57132000E+0      2.50204400E-1      -5.26387800E-1      -5.59077000E-1
4.45000000E+9      7.45458200E+1      1.88277200E+1      4.66098200E+0      2.52565800E-1      -5.30651000E-1      -5.52792200E-1
